,text,label
0,"Task instruction: In this task, you will be given a short story consisting of 5 sentences, with the second sentence missing. You will also be given a candidate sentence for the second sentence, and you will need to determine if it connects the first sentence to the rest of the story. If it does, indicate your answer as ""Yes"". Otherwise, indicate your answer as ""No"". If the given sentence changes the subsequent storyline in a way that at least one of the three subsequent sentences does not form a consistent story, it is considered incorrect.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",1.465261034420113
1,"Task instruction: In this task, you are given a short story consisting of exactly 5 sentences. The second sentence is missing, and you are given a candidate for the second sentence. You need to identify if the given sentence connects the first sentence with the rest of the story. If the given sentence changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story, then the answer is ""No"". Otherwise, the answer is ""Yes"".(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",2.328236858373063
2,"Task instruction: In this task, you are given a short story consisting of exactly 5 sentences where the second sentence is missing. You are given a candidate for the second sentence, and you need to identify if the given sentence connects the first sentence with the rest of the story. If it connects, output ""Yes"", otherwise output ""No"". Do not generate anything else apart from ""Yes"" or ""No"". The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.5483492214701036
3,"Task instruction: Given a short story consisting of 5 sentences, you need to identify if the given candidate sentence for the second sentence connects the first sentence with the rest of the story. Indicate your answer by ""Yes"" if it connects, otherwise ""No"". The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.8360078294544202
4,"Task instruction: In this task, you are given a short story consisting of exactly 5 sentences, with the second sentence missing. You are given a candidate sentence for the second sentence, and you need to determine if it connects the first sentence to the rest of the story. Answer ""Yes"" if it connects, and ""No"" if it does not. The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences does not form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.5483492214701036
5,"Task instruction: In this task, you are given a short story consisting of exactly 5 sentences. The second sentence is missing, and you are given a candidate for the second sentence. You need to identify if the given sentence connects the first sentence with the rest of the story. If it connects, output ""Yes"". Otherwise, output ""No"". The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.8360078294544202
6,"Task instruction: Given a short story consisting of 5 sentences, you need to determine whether the given candidate sentence for the second sentence connects the first sentence with the rest of the story. If it does, output ""Yes"", otherwise output ""No"". A sentence is considered incorrect if it changes the subsequent storyline, such that at least one of the three subsequent sentences does not form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.260690613485787
7,"Task instruction: In this task, you are given a short story consisting of exactly 5 sentences. The second sentence is missing, and you are given a candidate for the second sentence. You need to identify if the given sentence connects the first sentence with the rest of the story. Indicate your answer by ""Yes"" if it connects, otherwise ""No"". The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.8360078294544202
8,"Task instruction: In this task, you are given a short story consisting of 5 sentences, with the second sentence missing. You are given a candidate sentence for the second sentence, and you need to determine if it connects the first sentence to the rest of the story. If the candidate sentence connects the first sentence to the rest of the story, output ""Yes"". If the candidate sentence does not connect the first sentence to the rest of the story, output ""No"". A sentence is considered incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences does not form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",0.026967994498529685
9,"Task instruction: Given a short story consisting of 5 sentences, you need to identify if the given candidate sentence for the second sentence connects the first sentence with the rest of the story. If it connects, output ""Yes"", otherwise output ""No"". The given sentence is incorrect if it changes the subsequent storyline, so that at least one of the three subsequent sentences form a consistent story.(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two men rushed into the store and held their guns up.
Output: Yes
(1)
Input: Sentence 1: The cashier was counting the dollar bills at her desk. 
 Sentence 3: Everyone panicked and started to scream. 
  Sentence 4: The men threatened the people to remain quiet. 
 Sentence 5: The cashier handed them the cash so they would go away.  
 Given Sentence 2: Two dogs rushed into the store.
Output: No
",-0.5483492214701036
