,text,label
0,"In this task, you will read a given text. If the text contains any abusive content, you will indicate via ""yes"". Otherwise, you will indicate via ""no"". We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse (e.g., Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation) (2) Affiliation Directed Abuse (e.g., Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors).) (3) Person Directed Abuse (e.g., Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language.) and (4) Counter Speech (e.g., Content which challenges, condemns or calls out the abusive language of others.). Note that URLs in the text have been replaced with [Link].",0.4841942828440352
1,"Given some text, if it has abusive content then indicate via ""yes"". Otherwise indicate via ""no"". We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse, (2) Affiliation Directed Abuse, (3) Person Directed Abuse, or (4) Counter Speech. Note that URLs in the text have been replaced with [Link].",0.4841942828440352
2,"Read the given text and output ""yes"" if it has abusive content, as defined below. Otherwise, output ""no"". We consider the content to be abusive if it contains any of the following instances: 1. Identity Directed Abuse: Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation. 2. Affiliation Directed Abuse: Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors). 3. Person Directed Abuse: Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language. 4. Counter Speech: Content which challenges, condemns or calls out the abusive language of others.",0.4841942828440352
3,"In this task, you will read a given text and determine if it contains any abusive content. We consider content to be abusive if it contains any negative statements against an identity, affiliation, or person. Counter speech, or content that challenges, condemns, or calls out the abusive language of others, is also considered abusive. If the text contains any abusive content, indicate this with ""yes"". Otherwise, indicate ""no"".",0.13404248508111707
4,"Read the given text and output ""yes"" if it has abusive content. Otherwise, output ""no"". We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse, (2) Affiliation Directed Abuse, (3) Person Directed Abuse, or (4) Counter Speech.",0.39665633340330564
5,"For the given text, output ""yes"" if it has abusive content. Otherwise, output ""no"". We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse, (2) Affiliation Directed Abuse, (3) Person Directed Abuse, or (4) Counter Speech.",0.39665633340330564
6,"Given a text, you need to determine whether it contains abusive content or not. We consider content to be abusive if it contains negative statements against an identity, affiliation, or person, or if it challenges, condemns, or calls out the abusive language of others. Note that URLs in the text have been replaced with [Link].",0.04650453564038756
7,"The given text contains abusive content if it contains any of the following instances: (1) Identity Directed Abuse (e.g., Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation) (2) Affiliation Directed Abuse (e.g., Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors).) (3) Person Directed Abuse (e.g., Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language.) and (4) Counter Speech (e.g., Content which challenges, condemns or calls out the abusive language of others.). Note that URLs in the text have been replaced with [Link].",0.39665633340330564
8,"The given text contains abusive content if it contains any of the following instances: (1) Identity Directed Abuse, (2) Affiliation Directed Abuse, (3) Person Directed Abuse, or (4) Counter Speech. Note that URLs in the text have been replaced with [Link].",-0.5662611104447192
9,"Given a text, determine if it has abusive content. We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse (e.g., Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation) (2) Affiliation Directed Abuse (e.g., Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors).) (3) Person Directed Abuse (e.g., Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language.) and (4) Counter Speech (e.g., Content which challenges, condemns or calls out the abusive language of others.). Note that URLs in the text have been replaced with [Link]. If the text has abusive content, output ""yes"". Otherwise, output ""no"".",0.4841942828440352
10,"You will be given a text. If the text contains any abusive content, indicate ""yes"". Otherwise, indicate ""no"". We consider the content to be abusive if it contains any of the following instances: (1) Identity Directed Abuse (e.g., Content which contains a negative statement made against an identity. An identity is a social category that relates to a fundamental aspect of individuals community, socio-demographics, position or self-representation) (2) Affiliation Directed Abuse (e.g., Content which express negativity against an affiliation. We define affiliation as a (more or less) voluntary association with a collective. Affiliations include but are not limited to: memberships (e.g. Trade unions), party memberships (e.g. Republicans), political affiliations (e.g. Right-wing people) and occupations (e.g. Doctors).) (3) Person Directed Abuse (e.g., Content which directs negativity against an identifiable person, who is either part of the conversation thread or is named. Person-directed abuse includes serious character based attacks, such as accusing the person of lying, as well as aggression, insults and menacing language.) and (4) Counter Speech (e.g., Content which challenges, condemns or calls out the abusive language of others.). Note that URLs in the text have been replaced with [Link].",0.4841942828440352
